district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 5,Entire home/apt,8,2.5 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$693.00,1,1125,2,baths,0,0
District 5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,District 5,Entire home/apt,10,2.5 baths,2.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$693.00,1,1125,2,baths,0,0
District 17,3.0,3.0,2.5,3.0,3.0,3.0,3.0,1.0,District 17,Entire home/apt,16,8 baths,8.0,16.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$707.00,2,365,8,baths,0,0
District 14,4.83,4.83,4.93,4.98,4.98,4.73,4.83,1.0,District 14,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Air conditioning"", ""Fire pit"", ""Smoke alarm"", ""Backyard""]",$74.00,1,7,1,bath,0,0
District 17,5.0,4.97,5.0,5.0,4.97,4.94,4.89,1.0,District 17,Entire home/apt,12,4 baths,4.0,7.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Puracy  shampoo"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Mini fridge"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Free washer \u2013 In building"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Puracy  conditioner"", ""First aid kit"", ""Cleaning products"", ""Puracy body soap"", ""Kitchen"", ""Barbecue utensils"", ""Private fenced garden or backyard"", ""Free parking on premises"", ""Ethernet connection"", ""Portable heater"", ""Central heating"", ""Hot water"", ""Radiant heating"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Bose Wireless indoor/outdoor speakers Bluetooth sound system"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$699.00,1,365,4,baths,0,0
District 21,4.86,4.86,4.75,4.95,4.96,4.84,4.76,0.98,District 21,Entire home/apt,10,2.5 baths,3.0,6.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Iron"", ""Bed linens"", ""Dryer"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Clothing storage: closet and walk-in closet"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Oven"", ""TV with Roku, standard cable"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$148.00,2,28,2,baths,0,0
District 9,4.92,4.92,4.95,4.98,4.98,4.77,4.89,1.0,District 9,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$82.00,2,1125,1,bath,0,0
District 20,4.89,4.89,5.0,5.0,5.0,4.67,4.67,1.0,District 20,Entire home/apt,8,3 baths,3.0,4.0,"[""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Air conditioning"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed""]",$164.00,3,1125,3,baths,0,0
District 16,4.85,4.9,4.95,5.0,5.0,4.74,4.9,1.0,District 16,Entire home/apt,8,1 bath,3.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$200.00,3,1125,1,bath,0,0
District 5,4.89,4.89,4.92,4.98,5.0,4.94,4.89,1.0,District 5,Entire home/apt,6,2 baths,3.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$209.00,3,1125,2,baths,0,0
District 17,4.77,4.94,4.94,4.97,4.97,4.94,4.94,1.0,District 17,Entire home/apt,8,2 baths,4.0,5.0,"[""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Iron"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard""]",$664.00,3,10,2,baths,0,0
District 17,4.68,4.82,4.6,4.76,4.69,4.81,4.66,1.0,District 17,Entire home/apt,8,4 baths,3.0,8.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Hot tub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$244.00,2,30,4,baths,0,0
District 17,4.5,4.83,4.33,4.83,5.0,4.83,4.67,1.0,District 17,Entire home/apt,16,8 baths,6.0,21.0,"[""Keypad"", ""Wifi"", ""Essentials"", ""Hangers"", ""Private entrance"", ""Heating"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$904.00,2,30,8,baths,0,0
District 6,4.98,5.0,4.98,5.0,5.0,4.83,4.95,1.0,District 6,Entire home/apt,6,1 bath,2.0,3.0,"[""Microwave"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Keurig coffee machine"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$131.00,2,30,1,bath,0,0
District 19,4.84,4.84,4.74,4.98,4.92,4.87,4.68,1.0,District 19,Entire home/apt,6,1 bath,2.0,2.0,"[""Keypad"", ""Wifi"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed""]",$221.00,1,1125,1,bath,0,0
District 1,4.65,4.65,4.59,4.76,4.82,4.18,4.59,1.0,District 1,Entire home/apt,12,2.5 baths,4.0,8.0,"[""Shared pool"", ""Microwave"", ""Outlet covers"", ""Keypad"", ""Wifi"", ""Pocket wifi"", ""Baby bath"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Free street parking"", ""Baby safety gates"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Table corner guards"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Babysitter recommendations"", ""Crib"", ""Room-darkening shades"", ""Private patio or balcony"", ""BBQ grill"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Changing table"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Private garden or backyard"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$316.00,3,1125,2,baths,0,0
District 19,4.78,4.86,4.8,4.73,4.96,4.99,4.77,1.0,District 19,Entire home/apt,4,1 bath,1.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Heating"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed""]",$134.00,1,1125,1,bath,0,0
District 19,4.88,4.94,4.77,4.86,4.95,4.99,4.87,1.0,District 19,Entire home/apt,8,3 baths,3.0,5.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""EV charger"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Backyard"", ""Long term stays allowed""]",$238.00,1,1125,3,baths,0,0
District 19,4.36,4.53,4.36,4.44,4.51,4.95,4.49,0.96,District 19,Entire home/apt,6,2 baths,2.0,2.0,"[""Shared pool"", ""Microwave"", ""Stainless steel oven"", ""Wifi"", ""Freezer"", ""Stainless steel electric stove"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Bathtub"", ""Long term stays allowed"", ""Gym"", ""Free parking garage on premises \u2013 1 space"", ""Bed linens"", ""Iron"", ""Room-darkening shades"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""55\"" HDTV with Netflix"", ""Hot water"", ""Ceiling fan"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Coffee maker"", ""Dishwasher"", ""Bread maker"", ""Smart lock"", ""Smoke alarm"", ""Paid parking lot off premises"", ""Washer \u2013\u00a0In unit""]",$246.00,1,1125,2,baths,0,0
District 19,4.65,4.8,4.63,4.54,4.77,4.94,4.72,0.96,District 19,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Bathtub"", ""Gym"", ""Pool"", ""Bed linens"", ""Dryer"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Ceiling fan"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$229.00,1,29,2,baths,0,0
District 6,4.99,4.99,4.99,4.99,4.99,4.96,4.93,1.0,District 6,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$118.00,1,1125,1,bath,0,0
District 19,4.86,4.92,4.81,4.93,4.96,4.96,4.85,1.0,District 19,Entire home/apt,5,1 bath,1.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Fenced garden or backyard"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Private patio or balcony"", ""Room-darkening shades"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$172.00,1,365,1,bath,0,0
District 6,4.96,4.99,4.92,4.99,4.98,4.95,4.96,1.0,District 6,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$94.00,1,1125,1,bath,0,0
District 2,4.79,4.85,4.79,4.88,4.96,4.9,4.79,1.0,District 2,Entire home/apt,12,3.5 baths,4.0,15.0,"[""Microwave"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$231.00,2,365,3,baths,0,0
District 15,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1.0,District 15,Entire home/apt,2,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Keypad"", ""Wifi"", ""Breakfast"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Heating"", ""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed""]",$78.00,2,90,1,bath,0,0
District 19,4.93,4.94,4.79,4.88,4.98,4.99,4.89,1.0,District 19,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Long term stays allowed""]",$257.00,1,1125,2,baths,0,0
District 19,4.84,4.93,4.67,4.79,4.93,4.93,4.76,1.0,District 19,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$153.00,1,1125,1,bath,0,0
District 3,4.67,5.0,4.17,5.0,5.0,4.83,4.33,1.0,District 3,Private room,4,1 private bath,1.0,2.0,"[""Dryer"", ""Wifi"", ""Air conditioning"", ""Private fenced garden or backyard"", ""Free parking on premises"", ""Essentials"", ""Indoor fireplace"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Lockbox"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Fire extinguisher"", ""Hair dryer""]",$54.00,30,1125,1,private,bath,1
District 20,4.71,4.71,4.58,4.9,4.65,4.58,4.71,1.0,District 20,Entire home/apt,8,3 baths,3.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$116.00,1,365,3,baths,0,0
District 21,4.79,4.84,4.53,4.98,4.84,4.84,4.67,1.0,District 21,Entire home/apt,8,1 bath,2.0,7.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$153.00,2,30,1,bath,0,0
District 19,4.92,4.95,4.83,4.88,4.97,5.0,4.87,1.0,District 19,Entire home/apt,6,2 baths,2.0,3.0,"[""Free parking on premises \u2013 1 space"", ""Shared pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Paid parking garage on premises"", ""Cable TV"", ""Beach essentials"", ""EV charger"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Soundbar, Echo, 2 Dots sound system"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Shower gel"", ""Paid parking off premises"", ""Smoke alarm"", ""Smart lock"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Clothing storage: closet, dresser, and walk-in closet""]",$310.00,2,1125,2,baths,0,0
District 17,4.81,4.89,4.68,4.87,4.96,4.62,4.81,1.0,District 17,Entire home/apt,10,3.5 baths,3.0,8.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$253.00,2,365,3,baths,0,0
