district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37201,4.8,4.74,4.91,5.0,4.94,4.63,4.8,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$261.00,2,90,District 37201,2,baths,0,0
District 37219,4.8,4.74,4.91,5.0,4.94,4.63,4.8,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$261.00,2,90,District 37219,2,baths,0,0
District 37243,4.8,4.74,4.91,5.0,4.94,4.63,4.8,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$261.00,2,90,District 37243,2,baths,0,0
District 37201,4.67,4.9,4.86,4.9,4.9,4.67,4.62,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,90,District 37201,2,baths,0,0
District 37219,4.67,4.9,4.86,4.9,4.9,4.67,4.62,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,90,District 37219,2,baths,0,0
District 37243,4.67,4.9,4.86,4.9,4.9,4.67,4.62,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,90,District 37243,2,baths,0,0
District 37201,4.83,4.87,4.81,4.95,4.93,4.76,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$139.00,2,30,District 37201,1,bath,0,0
District 37219,4.83,4.87,4.81,4.95,4.93,4.76,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$139.00,2,30,District 37219,1,bath,0,0
District 37243,4.83,4.87,4.81,4.95,4.93,4.76,4.81,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$139.00,2,30,District 37243,1,bath,0,0
District 37201,4.43,4.58,4.35,4.93,4.68,4.53,4.4,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Smoke alarm"", ""Long term stays allowed""]",$138.00,2,1125,District 37201,1,bath,0,0
District 37219,4.43,4.58,4.35,4.93,4.68,4.53,4.4,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Smoke alarm"", ""Long term stays allowed""]",$138.00,2,1125,District 37219,1,bath,0,0
District 37243,4.43,4.58,4.35,4.93,4.68,4.53,4.4,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Smoke alarm"", ""Long term stays allowed""]",$138.00,2,1125,District 37243,1,bath,0,0
District 37201,4.75,4.67,4.92,4.92,4.75,4.33,4.67,1.0,Entire home/apt,8,1.5 baths,2.0,4.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,1125,District 37201,1,baths,0,0
District 37219,4.75,4.67,4.92,4.92,4.75,4.33,4.67,1.0,Entire home/apt,8,1.5 baths,2.0,4.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,1125,District 37219,1,baths,0,0
District 37243,4.75,4.67,4.92,4.92,4.75,4.33,4.67,1.0,Entire home/apt,8,1.5 baths,2.0,4.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Waterfront"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$206.00,2,1125,District 37243,1,baths,0,0
District 37201,5.0,4.94,4.81,4.94,4.94,5.0,4.81,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""65\"" HDTV with Roku, Netflix, HBO Max, Amazon Prime Video, premium cable, standard cable"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Samsung Sound Dolby Atmos Surround Bluetooth sound system"", ""Bathtub"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""LG refrigerator"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Shower gel""]",$613.00,2,28,District 37201,3,baths,0,0
District 37219,5.0,4.94,4.81,4.94,4.94,5.0,4.81,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""65\"" HDTV with Roku, Netflix, HBO Max, Amazon Prime Video, premium cable, standard cable"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Samsung Sound Dolby Atmos Surround Bluetooth sound system"", ""Bathtub"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""LG refrigerator"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Shower gel""]",$613.00,2,28,District 37219,3,baths,0,0
District 37243,5.0,4.94,4.81,4.94,4.94,5.0,4.81,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""65\"" HDTV with Roku, Netflix, HBO Max, Amazon Prime Video, premium cable, standard cable"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Samsung Sound Dolby Atmos Surround Bluetooth sound system"", ""Bathtub"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""LG refrigerator"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Paid parking lot off premises"", ""Long term stays allowed"", ""Shower gel""]",$613.00,2,28,District 37243,3,baths,0,0
District 37201,4.94,4.95,5.0,4.97,4.98,4.68,4.82,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Record player"", ""Cooking basics"", ""Waterfront"", ""Long term stays allowed"", ""Gym"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""High chair"", ""HDTV with Chromecast"", ""Shower gel""]",$105.00,2,1125,District 37201,1,bath,0,0
District 37219,4.94,4.95,5.0,4.97,4.98,4.68,4.82,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Record player"", ""Cooking basics"", ""Waterfront"", ""Long term stays allowed"", ""Gym"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""High chair"", ""HDTV with Chromecast"", ""Shower gel""]",$105.00,2,1125,District 37219,1,bath,0,0
District 37243,4.94,4.95,5.0,4.97,4.98,4.68,4.82,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Record player"", ""Cooking basics"", ""Waterfront"", ""Long term stays allowed"", ""Gym"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Bed linens"", ""Private patio or balcony"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""High chair"", ""HDTV with Chromecast"", ""Shower gel""]",$105.00,2,1125,District 37243,1,bath,0,0
District 37201,4.89,5.0,5.0,5.0,5.0,4.67,4.44,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Public Goods body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Bathtub"", ""HDTV"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Outdoor furniture"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Public Goods shampoo"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Public Goods conditioner"", ""Fire pit"", ""Paid parking off premises"", ""Smoke alarm"", ""Board games"", ""High chair"", ""Shower gel""]",$131.00,2,27,District 37201,1,bath,0,0
District 37219,4.89,5.0,5.0,5.0,5.0,4.67,4.44,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Public Goods body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Bathtub"", ""HDTV"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Outdoor furniture"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Public Goods shampoo"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Public Goods conditioner"", ""Fire pit"", ""Paid parking off premises"", ""Smoke alarm"", ""Board games"", ""High chair"", ""Shower gel""]",$131.00,2,27,District 37219,1,bath,0,0
District 37243,4.89,5.0,5.0,5.0,5.0,4.67,4.44,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Public Goods body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Safe"", ""Carbon monoxide alarm"", ""Shared gym in building"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Bathtub"", ""HDTV"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Electric stove"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Central heating"", ""Hot water"", ""Outdoor furniture"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Public Goods shampoo"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Public Goods conditioner"", ""Fire pit"", ""Paid parking off premises"", ""Smoke alarm"", ""Board games"", ""High chair"", ""Shower gel""]",$131.00,2,27,District 37243,1,bath,0,0
